rows    | tot_costs   | exec_time(ms)  | exec_time_cs| ncond | role        | av_data   
2       | 2108.74     | 29.965         | 3.3058      | 2     | tfog_abells_u|   13995064
22      | 2108.74     | 28.97          | 3.2025      | 2     | tfog_abells_u|   13995064
0       | 2108.74     | 33.041         | 3.6077      | 2     | tfog_abells_u|   13995064
? SET ROLE postgres;
? SET ROLE tfog_acoast_u;
0       | 2301.98     | 33.278         | 3.6292      | 2     | tfog_acoast_u|   12304975
0       | 2301.98     | 35.925         | 3.9005      | 2     | tfog_acoast_u|   12304975
1       | 2301.98     | 41.198         | 4.425       | 2     | tfog_acoast_u|   12304975
? SET ROLE tfog_abells_u;
3       | 2110.48     | 33.629         | 3.6865      | 3     | tfog_abells_u|   13995064
0       | 2110.48     | 28.48          | 3.1313      | 3     | tfog_abells_u|   13995064
6       | 2110.48     | 40.88          | 4.3904      | 3     | tfog_abells_u|   13995064
? SET ROLE postgres;
? SET ROLE tfog_acoast_u;
0       | 2304.06     | 39.985         | 4.3028      | 3     | tfog_acoast_u|   12304975
9       | 2304.06     | 49.967         | 5.3107      | 3     | tfog_acoast_u|   12304975
? SET ROLE tfog_abells_u;
0       | 2112.28     | 30.339         | 3.3447      | 4     | tfog_abells_u|   13995064
1       | 2112.28     | 29.643         | 3.254       | 4     | tfog_abells_u|   13995064
0       | 2112.28     | 32.836         | 3.5766      | 4     | tfog_abells_u|   13995064
? SET ROLE postgres;
? SET ROLE tfog_acoast_u;
0       | 2306.18     | 33.034         | 3.6117      | 4     | tfog_acoast_u|   12304975
0       | 2306.18     | 35.53          | 3.8616      | 4     | tfog_acoast_u|   12304975
0       | 2306.18     | 40.621         | 4.3626      | 4     | tfog_acoast_u|   12304975
? SET ROLE tfog_abells_u;
1       | 2114.09     | 33.44          | 3.6458      | 5     | tfog_abells_u|   13995064
0       | 2114.09     | 27.911         | 3.085       | 5     | tfog_abells_u|   13995064
0       | 2114.09     | 40.879         | 4.3862      | 5     | tfog_abells_u|   13995064
? SET ROLE postgres;
? SET ROLE tfog_acoast_u;
0       | 2308.33     | 39.898         | 4.2786      | 5     | tfog_acoast_u|   12304975
0       | 2308.33     | 50.261         | 5.3169      | 5     | tfog_acoast_u|   12304975
