rows    | tot_costs   | exec_time(ms)  | exec_time_cs| ncond | role        | av_data   
0       | 1647.84     | 9.24           | 1.3936      | 2     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1647.84     | 9.265          | 1.3855      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 10.295         | 1.4843      | 2     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1647.84     | 9.327          | 1.4074      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.236          | 1.4218      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.077          | 1.369       | 2     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1647.84     | 9.568          | 1.417       | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.02           | 1.3738      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.328          | 1.4195      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.604          | 1.4403      | 2     | tfog_abells_cbudget_sdraft_u|     517039
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.16     | 12.975         | 1.7918      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 9.973          | 1.4607      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.949          | 1.4601      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.304         | 1.514       | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.892          | 1.4657      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.003         | 1.4822      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.951          | 1.4754      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.549         | 1.5383      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 9.813          | 1.4603      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.318         | 1.5172      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.602         | 1.5434      | 2     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.16     | 10.194         | 1.4764      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 9.99           | 1.4796      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.039         | 1.4928      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.445         | 1.5251      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.898          | 1.4691      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.092         | 1.4928      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.836          | 1.4496      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.664         | 1.5457      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.035         | 1.4758      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.305         | 1.5096      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.397         | 1.5199      | 2     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 1648.18     | 12.365         | 1.7015      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.2            | 1.4109      | 3     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1648.18     | 9.077          | 1.3998      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.262          | 1.4117      | 3     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1648.18     | 9.052          | 1.3771      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.172          | 1.4081      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 8.912          | 1.3681      | 3     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1648.18     | 9.518          | 1.428       | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.351          | 1.4145      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.12           | 1.387       | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.595          | 1.4418      | 3     | tfog_abells_cbudget_sdraft_u|     517039
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.6      | 13.089         | 1.7746      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.053         | 1.4951      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.964          | 1.4681      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.653         | 1.5605      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.917          | 1.4858      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.255         | 1.4876      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.704          | 1.4478      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.523         | 1.5409      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.971          | 1.4905      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.276         | 1.5182      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.499         | 1.5355      | 3     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.6      | 9.892          | 1.4614      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.997          | 1.4787      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.955          | 1.4724      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.133         | 1.4924      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.19          | 1.5099      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.151         | 1.4911      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.849          | 1.444       | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.631         | 1.5575      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.899          | 1.4577      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.221         | 1.504       | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.45          | 1.5298      | 3     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 1647.49     | 12.364         | 1.7159      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 8.894          | 1.3461      | 1     | tfog_abells_cbudget_sdraft_u|     517039
3       | 1647.49     | 9.246          | 1.391       | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.417          | 1.4309      | 1     | tfog_abells_cbudget_sdraft_u|     517039
9       | 1647.49     | 8.983          | 1.3634      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.224          | 1.4041      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 8.958          | 1.3648      | 1     | tfog_abells_cbudget_sdraft_u|     517039
3       | 1647.49     | 9.937          | 1.4741      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.084          | 1.3818      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.243          | 1.3994      | 1     | tfog_abells_cbudget_sdraft_u|     517039
6       | 1647.49     | 9.395          | 1.4132      | 1     | tfog_abells_cbudget_sdraft_u|     517039
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 1829.73     | 13.064         | 1.7875      | 1     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.73     | 9.94           | 1.4862      | 1     | tfog_acoast_cstatistics_stask_u|      37807
11      | 1829.73     | 9.987          | 1.4683      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.244         | 1.4984      | 1     | tfog_acoast_cstatistics_stask_u|      37807
12      | 1829.73     | 10.06          | 1.4849      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.16          | 1.4958      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 9.819          | 1.4516      | 1     | tfog_acoast_cstatistics_stask_u|      37807
7       | 1829.73     | 10.778         | 1.554       | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 9.967          | 1.4613      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.03          | 1.4745      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.482         | 1.5651      | 1     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 1829.73     | 10.123         | 1.4751      | 1     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.73     | 9.931          | 1.4653      | 1     | tfog_acoast_cstatistics_stask_u|      37807
11      | 1829.73     | 10.028         | 1.5072      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.472         | 1.5284      | 1     | tfog_acoast_cstatistics_stask_u|      37807
12      | 1829.73     | 9.933          | 1.459       | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 9.997          | 1.4789      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 9.819          | 1.4609      | 1     | tfog_acoast_cstatistics_stask_u|      37807
7       | 1829.73     | 10.427         | 1.5073      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.138         | 1.4895      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.155         | 1.4859      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.237         | 1.5114      | 1     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 1647.84     | 12.96          | 1.8348      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.11           | 1.4116      | 2     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1647.84     | 8.987          | 1.3834      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.34           | 1.4         | 2     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1647.84     | 9.019          | 1.3798      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.315          | 1.4059      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.041          | 1.3835      | 2     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1647.84     | 9.383          | 1.4286      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.387          | 1.4732      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.728          | 1.4751      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.938          | 1.4825      | 2     | tfog_abells_cbudget_sdraft_u|     517039
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.16     | 13.417         | 1.8222      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.81          | 1.6258      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.585         | 1.5786      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.63          | 1.544       | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.956          | 1.4825      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.94           | 1.4675      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.99           | 1.4997      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.505         | 1.5333      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.042         | 1.4846      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.298         | 1.5031      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.81          | 1.5595      | 2     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.16     | 10.178         | 1.5118      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.223         | 1.5035      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.385         | 1.5072      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.517         | 1.5309      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.249         | 1.5088      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.292         | 1.5104      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.119         | 1.4893      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.746         | 1.5414      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.2           | 1.4987      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.437         | 1.5341      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 11.595         | 1.7117      | 2     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 1648.18     | 12.532         | 1.7326      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.248          | 1.3967      | 3     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1648.18     | 9.376          | 1.4176      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.381          | 1.4302      | 3     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1648.18     | 9.901          | 1.483       | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.304          | 1.4166      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.135          | 1.3995      | 3     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1648.18     | 9.803          | 1.4641      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.727          | 1.4786      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.326          | 1.4487      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.653          | 1.4999      | 3     | tfog_abells_cbudget_sdraft_u|     517039
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.6      | 12.905         | 1.7919      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.12          | 1.5151      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.246         | 1.525       | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.255         | 1.516       | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.997          | 1.4908      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.108         | 1.5004      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.912          | 1.4683      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 11.21          | 1.6026      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.164         | 1.4966      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.335         | 1.517       | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.321         | 1.5147      | 3     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.6      | 9.857          | 1.4744      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.921          | 1.4769      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.945          | 1.4674      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.262         | 1.5296      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.907          | 1.4896      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.117         | 1.4891      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.978          | 1.4886      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.369         | 1.5172      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.979          | 1.48        | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.183         | 1.4994      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.265         | 1.5079      | 3     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
2       | 1647.16     | 12.166         | 1.6878      | 0     | tfog_abells_cbudget_sdraft_u|     517039
2       | 1647.16     | 9.149          | 1.3843      | 0     | tfog_abells_cbudget_sdraft_u|     517039
4       | 1647.16     | 9.075          | 1.3872      | 0     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.16     | 9.439          | 1.4217      | 0     | tfog_abells_cbudget_sdraft_u|     517039
22      | 1647.16     | 9.121          | 1.3828      | 0     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.16     | 9.302          | 1.3976      | 0     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.16     | 8.952          | 1.3511      | 0     | tfog_abells_cbudget_sdraft_u|     517039
4       | 1647.16     | 9.673          | 1.4281      | 0     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.16     | 9.306          | 1.4139      | 0     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.16     | 9.441          | 1.421       | 0     | tfog_abells_cbudget_sdraft_u|     517039
16      | 1647.16     | 9.66           | 1.4387      | 0     | tfog_abells_cbudget_sdraft_u|     517039
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 1829.3      | 13.014         | 1.7667      | 0     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.3      | 10.031         | 1.4843      | 0     | tfog_acoast_cstatistics_stask_u|      37807
25      | 1829.3      | 10.097         | 1.4947      | 0     | tfog_acoast_cstatistics_stask_u|      37807
9       | 1829.3      | 10.297         | 1.5067      | 0     | tfog_acoast_cstatistics_stask_u|      37807
27      | 1829.3      | 9.787          | 1.4485      | 0     | tfog_acoast_cstatistics_stask_u|      37807
9       | 1829.3      | 10.108         | 1.4878      | 0     | tfog_acoast_cstatistics_stask_u|      37807
9       | 1829.3      | 9.995          | 1.4738      | 0     | tfog_acoast_cstatistics_stask_u|      37807
16      | 1829.3      | 10.584         | 1.5319      | 0     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.3      | 10.134         | 1.489       | 0     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.3      | 10.449         | 1.5282      | 0     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.3      | 10.545         | 1.5336      | 0     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 1829.3      | 10.062         | 1.4796      | 0     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.3      | 10.089         | 1.4913      | 0     | tfog_acoast_cstatistics_stask_u|      37807
25      | 1829.3      | 10.187         | 1.5087      | 0     | tfog_acoast_cstatistics_stask_u|      37807
9       | 1829.3      | 10.332         | 1.516       | 0     | tfog_acoast_cstatistics_stask_u|      37807
27      | 1829.3      | 10.205         | 1.4835      | 0     | tfog_acoast_cstatistics_stask_u|      37807
9       | 1829.3      | 10.263         | 1.5031      | 0     | tfog_acoast_cstatistics_stask_u|      37807
9       | 1829.3      | 10.066         | 1.4876      | 0     | tfog_acoast_cstatistics_stask_u|      37807
16      | 1829.3      | 10.67          | 1.5403      | 0     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.3      | 10.731         | 1.5558      | 0     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.3      | 10.321         | 1.5043      | 0     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.3      | 10.498         | 1.5319      | 0     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
2       | 1647.16     | 12.338         | 1.73        | 0     | tfog_abells_cbudget_sdraft_u|     517039
2       | 1647.16     | 9.003          | 1.3758      | 0     | tfog_abells_cbudget_sdraft_u|     517039
4       | 1647.16     | 9.217          | 1.3994      | 0     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.16     | 9.291          | 1.4001      | 0     | tfog_abells_cbudget_sdraft_u|     517039
22      | 1647.16     | 9.199          | 1.401       | 0     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.16     | 9.155          | 1.3898      | 0     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.16     | 9.114          | 1.3815      | 0     | tfog_abells_cbudget_sdraft_u|     517039
4       | 1647.16     | 9.46           | 1.4189      | 0     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.16     | 9.041          | 1.3729      | 0     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.16     | 9.437          | 1.4357      | 0     | tfog_abells_cbudget_sdraft_u|     517039
16      | 1647.16     | 9.709          | 1.453       | 0     | tfog_abells_cbudget_sdraft_u|     517039
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 1829.3      | 13.37          | 1.8486      | 0     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.3      | 10.06          | 1.4858      | 0     | tfog_acoast_cstatistics_stask_u|      37807
25      | 1829.3      | 10.254         | 1.4978      | 0     | tfog_acoast_cstatistics_stask_u|      37807
9       | 1829.3      | 10.289         | 1.5013      | 0     | tfog_acoast_cstatistics_stask_u|      37807
27      | 1829.3      | 10.151         | 1.5029      | 0     | tfog_acoast_cstatistics_stask_u|      37807
9       | 1829.3      | 10.12          | 1.4784      | 0     | tfog_acoast_cstatistics_stask_u|      37807
9       | 1829.3      | 9.987          | 1.4681      | 0     | tfog_acoast_cstatistics_stask_u|      37807
16      | 1829.3      | 10.705         | 1.5473      | 0     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.3      | 10.191         | 1.4923      | 0     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.3      | 10.076         | 1.4851      | 0     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.3      | 10.452         | 1.5375      | 0     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 1829.3      | 9.894          | 1.4716      | 0     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.3      | 9.987          | 1.4767      | 0     | tfog_acoast_cstatistics_stask_u|      37807
25      | 1829.3      | 10.018         | 1.4612      | 0     | tfog_acoast_cstatistics_stask_u|      37807
9       | 1829.3      | 10.21          | 1.4789      | 0     | tfog_acoast_cstatistics_stask_u|      37807
27      | 1829.3      | 10.07          | 1.4863      | 0     | tfog_acoast_cstatistics_stask_u|      37807
9       | 1829.3      | 10.049         | 1.4748      | 0     | tfog_acoast_cstatistics_stask_u|      37807
9       | 1829.3      | 9.953          | 1.474       | 0     | tfog_acoast_cstatistics_stask_u|      37807
16      | 1829.3      | 10.724         | 1.5429      | 0     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.3      | 10.157         | 1.4802      | 0     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.3      | 10.323         | 1.5065      | 0     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.3      | 10.539         | 1.5369      | 0     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 1647.49     | 12.42          | 1.7213      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.297          | 1.4076      | 1     | tfog_abells_cbudget_sdraft_u|     517039
3       | 1647.49     | 9.271          | 1.4065      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.473          | 1.43        | 1     | tfog_abells_cbudget_sdraft_u|     517039
9       | 1647.49     | 9.009          | 1.3794      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.202          | 1.3969      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.114          | 1.3898      | 1     | tfog_abells_cbudget_sdraft_u|     517039
3       | 1647.49     | 9.633          | 1.4487      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.241          | 1.4107      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.339          | 1.4062      | 1     | tfog_abells_cbudget_sdraft_u|     517039
6       | 1647.49     | 9.606          | 1.4453      | 1     | tfog_abells_cbudget_sdraft_u|     517039
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 1829.73     | 13.153         | 1.7824      | 1     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.73     | 10.054         | 1.4783      | 1     | tfog_acoast_cstatistics_stask_u|      37807
11      | 1829.73     | 10.118         | 1.4881      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.322         | 1.5122      | 1     | tfog_acoast_cstatistics_stask_u|      37807
12      | 1829.73     | 9.84           | 1.4623      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 9.896          | 1.4652      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 9.984          | 1.4735      | 1     | tfog_acoast_cstatistics_stask_u|      37807
7       | 1829.73     | 10.707         | 1.5505      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.158         | 1.5         | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 9.995          | 1.4754      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.426         | 1.5287      | 1     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 1829.73     | 9.859          | 1.4521      | 1     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.73     | 10.008         | 1.4649      | 1     | tfog_acoast_cstatistics_stask_u|      37807
11      | 1829.73     | 10.064         | 1.4785      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.296         | 1.5246      | 1     | tfog_acoast_cstatistics_stask_u|      37807
12      | 1829.73     | 10.021         | 1.4819      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 9.925          | 1.464       | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.054         | 1.4758      | 1     | tfog_acoast_cstatistics_stask_u|      37807
7       | 1829.73     | 10.674         | 1.5558      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.184         | 1.4983      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.212         | 1.4967      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.388         | 1.5292      | 1     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 1647.84     | 11.968         | 1.6557      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.131          | 1.3902      | 2     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1647.84     | 9.172          | 1.413       | 2     | tfog_abells_cbudget_sdraft_u|     517039
