rows    | tot_costs   | exec_time(ms)  | exec_time_cs| ncond | role        | av_data   
25      | 1829.3      | 9.907          | 1.4513      | 0     | tfog_acoast_cstatistics_stask_u|      37807
9       | 1829.3      | 10.076         | 1.4665      | 0     | tfog_acoast_cstatistics_stask_u|      37807
27      | 1829.3      | 10.056         | 1.4652      | 0     | tfog_acoast_cstatistics_stask_u|      37807
9       | 1829.3      | 10.157         | 1.4807      | 0     | tfog_acoast_cstatistics_stask_u|      37807
9       | 1829.3      | 9.968          | 1.462       | 0     | tfog_acoast_cstatistics_stask_u|      37807
16      | 1829.3      | 10.577         | 1.5055      | 0     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.3      | 10.238         | 1.4794      | 0     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.3      | 10.272         | 1.4919      | 0     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.3      | 10.442         | 1.5057      | 0     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 1647.49     | 12.026         | 1.6815      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.136          | 1.4078      | 1     | tfog_abells_cbudget_sdraft_u|     517039
3       | 1647.49     | 9.076          | 1.3821      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.367          | 1.41        | 1     | tfog_abells_cbudget_sdraft_u|     517039
9       | 1647.49     | 8.921          | 1.3794      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.094          | 1.3805      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.162          | 1.3854      | 1     | tfog_abells_cbudget_sdraft_u|     517039
3       | 1647.49     | 9.516          | 1.4139      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.401          | 1.4004      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.411          | 1.4046      | 1     | tfog_abells_cbudget_sdraft_u|     517039
6       | 1647.49     | 9.59           | 1.4105      | 1     | tfog_abells_cbudget_sdraft_u|     517039
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 1829.73     | 13.084         | 1.773       | 1     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.73     | 9.961          | 1.4694      | 1     | tfog_acoast_cstatistics_stask_u|      37807
11      | 1829.73     | 10.269         | 1.4934      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.128         | 1.4761      | 1     | tfog_acoast_cstatistics_stask_u|      37807
12      | 1829.73     | 10.349         | 1.5765      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.069         | 1.4821      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 9.957          | 1.4497      | 1     | tfog_acoast_cstatistics_stask_u|      37807
7       | 1829.73     | 10.548         | 1.5049      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.181         | 1.4807      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.17          | 1.4762      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.546         | 1.5322      | 1     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 1829.73     | 10.039         | 1.4659      | 1     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.73     | 9.749          | 1.4253      | 1     | tfog_acoast_cstatistics_stask_u|      37807
11      | 1829.73     | 10.173         | 1.4828      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.445         | 1.5152      | 1     | tfog_acoast_cstatistics_stask_u|      37807
12      | 1829.73     | 9.986          | 1.4628      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 9.967          | 1.4518      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.096         | 1.4828      | 1     | tfog_acoast_cstatistics_stask_u|      37807
7       | 1829.73     | 10.646         | 1.5307      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 9.851          | 1.4307      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.298         | 1.4896      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.541         | 1.527       | 1     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 1647.84     | 12.374         | 1.7164      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.116          | 1.3786      | 2     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1647.84     | 9.32           | 1.3915      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.11           | 1.3699      | 2     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1647.84     | 9.117          | 1.3731      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.21           | 1.3828      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 8.862          | 1.3505      | 2     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1647.84     | 9.717          | 1.4287      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.236          | 1.425       | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.434          | 1.4435      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.447          | 1.4248      | 2     | tfog_abells_cbudget_sdraft_u|     517039
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.16     | 13.05          | 1.7848      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 9.843          | 1.4668      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.14          | 1.4879      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.29          | 1.5076      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.75           | 1.4601      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.142         | 1.493       | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.856          | 1.4929      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.673         | 1.5663      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 9.932          | 1.4581      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.323         | 1.5097      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.291         | 1.5035      | 2     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.16     | 10.038         | 1.4687      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.195         | 1.4945      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.21          | 1.4821      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.345         | 1.4928      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.78           | 1.453       | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.05          | 1.4897      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.739          | 1.4485      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.616         | 1.5358      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 9.992          | 1.4796      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.362         | 1.5096      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.398         | 1.5208      | 2     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 1648.18     | 12.36          | 1.6994      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.478          | 1.454       | 3     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1648.18     | 9.275          | 1.3903      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.224          | 1.4074      | 3     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1648.18     | 8.889          | 1.3749      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.233          | 1.4133      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.004          | 1.3773      | 3     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1648.18     | 9.663          | 1.4444      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.191          | 1.398       | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.426          | 1.4178      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.622          | 1.4513      | 3     | tfog_abells_cbudget_sdraft_u|     517039
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.6      | 13.018         | 1.7907      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.061         | 1.4846      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.991          | 1.4781      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.399         | 1.5263      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.851          | 1.4717      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.089         | 1.4858      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.861          | 1.4487      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.535         | 1.5223      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.925          | 1.4556      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.198         | 1.4856      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.322         | 1.4955      | 3     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.6      | 9.778          | 1.4382      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.034         | 1.4844      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.99           | 1.4589      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.258         | 1.4964      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.836          | 1.4387      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.271         | 1.4946      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.927          | 1.4581      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.666         | 1.5414      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.095         | 1.4707      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.024         | 1.4763      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.458         | 1.5161      | 3     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 1647.49     | 12.372         | 1.6834      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.166          | 1.3798      | 1     | tfog_abells_cbudget_sdraft_u|     517039
3       | 1647.49     | 9.031          | 1.3671      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.504          | 1.4085      | 1     | tfog_abells_cbudget_sdraft_u|     517039
9       | 1647.49     | 9.087          | 1.3713      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.011          | 1.3581      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.038          | 1.3596      | 1     | tfog_abells_cbudget_sdraft_u|     517039
3       | 1647.49     | 9.35           | 1.3914      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.216          | 1.3854      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.56           | 1.4096      | 1     | tfog_abells_cbudget_sdraft_u|     517039
6       | 1647.49     | 9.431          | 1.4107      | 1     | tfog_abells_cbudget_sdraft_u|     517039
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 1829.73     | 13.18          | 1.7741      | 1     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.73     | 9.995          | 1.4654      | 1     | tfog_acoast_cstatistics_stask_u|      37807
11      | 1829.73     | 10.157         | 1.4832      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.121         | 1.4631      | 1     | tfog_acoast_cstatistics_stask_u|      37807
12      | 1829.73     | 10.05          | 1.4681      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 9.887          | 1.4553      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 9.945          | 1.4506      | 1     | tfog_acoast_cstatistics_stask_u|      37807
7       | 1829.73     | 10.419         | 1.5407      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.03          | 1.4608      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.124         | 1.4746      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.757         | 1.5495      | 1     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 1829.73     | 10.037         | 1.4632      | 1     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.73     | 10.01          | 1.4724      | 1     | tfog_acoast_cstatistics_stask_u|      37807
11      | 1829.73     | 10.182         | 1.4744      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.26          | 1.4762      | 1     | tfog_acoast_cstatistics_stask_u|      37807
12      | 1829.73     | 9.99           | 1.4648      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 9.961          | 1.4516      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.0           | 1.4542      | 1     | tfog_acoast_cstatistics_stask_u|      37807
7       | 1829.73     | 10.49          | 1.5171      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 9.985          | 1.4541      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.333         | 1.4832      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.18          | 1.4711      | 1     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 1647.84     | 12.237         | 1.6816      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.229          | 1.3872      | 2     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1647.84     | 9.277          | 1.3865      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.165          | 1.3791      | 2     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1647.84     | 8.97           | 1.3614      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.156          | 1.3746      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.006          | 1.3565      | 2     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1647.84     | 9.644          | 1.4383      | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.255          | 1.388       | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.333          | 1.4         | 2     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.84     | 9.493          | 1.4108      | 2     | tfog_abells_cbudget_sdraft_u|     517039
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.16     | 13.057         | 1.778       | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.026         | 1.4586      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.993          | 1.4655      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.278         | 1.4954      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.916          | 1.4681      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.061         | 1.4697      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.746          | 1.4323      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.468         | 1.5133      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 9.813          | 1.4726      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.283         | 1.484       | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.362         | 1.4963      | 2     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.16     | 9.976          | 1.4622      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.011         | 1.4612      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.022         | 1.4526      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.285         | 1.4992      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.686          | 1.4221      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 10.099         | 1.4781      | 2     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1830.16     | 9.857          | 1.4519      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.631         | 1.5252      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 9.967          | 1.4518      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.099         | 1.4721      | 2     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.16     | 10.598         | 1.5207      | 2     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 1648.18     | 12.22          | 1.6834      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.238          | 1.3862      | 3     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1648.18     | 9.023          | 1.3633      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.168          | 1.39        | 3     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1648.18     | 8.991          | 1.3658      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.119          | 1.385       | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.109          | 1.3693      | 3     | tfog_abells_cbudget_sdraft_u|     517039
1       | 1648.18     | 9.377          | 1.3931      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.485          | 1.4327      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.323          | 1.3869      | 3     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1648.18     | 9.544          | 1.412       | 3     | tfog_abells_cbudget_sdraft_u|     517039
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.6      | 12.893         | 1.7547      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.882          | 1.4523      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.985          | 1.4645      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.166         | 1.4801      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.776          | 1.4451      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.832          | 1.4392      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.91           | 1.4798      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.57          | 1.5374      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.181         | 1.5003      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.28          | 1.492       | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.424         | 1.5018      | 3     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 1830.6      | 9.962          | 1.4668      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.904          | 1.456       | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.126         | 1.4744      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.049         | 1.4713      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.999          | 1.472       | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.008         | 1.4657      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 9.96           | 1.4635      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.658         | 1.5352      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.215         | 1.4733      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 10.144         | 1.4725      | 3     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1830.6      | 11.538         | 1.6629      | 3     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 1647.49     | 12.317         | 1.7104      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.092          | 1.3829      | 1     | tfog_abells_cbudget_sdraft_u|     517039
3       | 1647.49     | 9.17           | 1.4065      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.215          | 1.3846      | 1     | tfog_abells_cbudget_sdraft_u|     517039
9       | 1647.49     | 9.266          | 1.385       | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.152          | 1.3791      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.227          | 1.4091      | 1     | tfog_abells_cbudget_sdraft_u|     517039
3       | 1647.49     | 9.703          | 1.4359      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.119          | 1.3734      | 1     | tfog_abells_cbudget_sdraft_u|     517039
0       | 1647.49     | 9.448          | 1.3999      | 1     | tfog_abells_cbudget_sdraft_u|     517039
6       | 1647.49     | 9.504          | 1.4235      | 1     | tfog_abells_cbudget_sdraft_u|     517039
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 1829.73     | 13.269         | 1.781       | 1     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.73     | 9.99           | 1.4673      | 1     | tfog_acoast_cstatistics_stask_u|      37807
11      | 1829.73     | 10.169         | 1.4739      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.073         | 1.4614      | 1     | tfog_acoast_cstatistics_stask_u|      37807
12      | 1829.73     | 10.09          | 1.475       | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 9.98           | 1.4591      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 9.878          | 1.4529      | 1     | tfog_acoast_cstatistics_stask_u|      37807
7       | 1829.73     | 10.592         | 1.5224      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.058         | 1.4659      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.742         | 1.5821      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.713         | 1.5498      | 1     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 1829.73     | 10.022         | 1.4827      | 1     | tfog_acoast_cstatistics_stask_u|      37807
1       | 1829.73     | 10.079         | 1.5045      | 1     | tfog_acoast_cstatistics_stask_u|      37807
11      | 1829.73     | 10.259         | 1.4971      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.214         | 1.4807      | 1     | tfog_acoast_cstatistics_stask_u|      37807
12      | 1829.73     | 10.407         | 1.5076      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.021         | 1.4635      | 1     | tfog_acoast_cstatistics_stask_u|      37807
4       | 1829.73     | 10.576         | 1.5248      | 1     | tfog_acoast_cstatistics_stask_u|      37807
7       | 1829.73     | 10.76          | 1.5498      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.224         | 1.478       | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.298         | 1.5273      | 1     | tfog_acoast_cstatistics_stask_u|      37807
0       | 1829.73     | 10.192         | 1.4767      | 1     | tfog_acoast_cstatistics_stask_u|      37807
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 1647.84     | 12.523         | 1.7471      | 2     | tfog_abells_cbudget_sdraft_u|     517039
