rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond   | size  | stmt
----------------------------------------------------------------------------
? SET ROLE tfog_abells_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 79.125         | 8.1326      | 0.044       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 75.352         | 7.7331      | 0.039       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 6.757          | 0.7363      | 0.04        | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.769          | 0.7378      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.466          | 0.7063      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 6.699          | 0.7306      | 0.046       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.503          | 0.7098      | 0.04        | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 7.883          | 0.8505      | 0.041       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.46           | 0.9222      | 0.046       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.755          | 0.7343      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.845          | 0.7435      | 0.036       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.712          | 0.7298      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 6.864          | 0.7598      | 0.036       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.748          | 0.7345      | 0.036       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.042          | 0.863       | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.106          | 0.8694      | 0.037       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.628          | 0.7213      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.463          | 0.7048      | 0.036       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.459          | 0.7045      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 6.435          | 0.7038      | 0.039       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.551          | 0.7136      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 7.833          | 0.8422      | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 7.836          | 0.8425      | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.409          | 0.7007      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.589          | 0.7175      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.813          | 0.7401      | 0.039       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 6.655          | 0.7208      | 0.035       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.704          | 0.7293      | 0.038       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.162          | 0.8754      | 0.039       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.062          | 0.8649      | 0.036       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.609          | 0.7193      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 10.348         | 1.101       | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.968          | 0.755       | 0.04        | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 6.724          | 0.7323      | 0.038       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.813          | 0.7412      | 0.036       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.035          | 0.8622      | 0.037       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.085          | 0.879       | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.723          | 0.7309      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.442          | 0.704       | 0.04        | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.436          | 0.702       | 0.039       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 13.777         | 1.4365      | 0.038       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
1       | 0.26        | 6.593          | 0.7183      | 0.037       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 13.476         | 1.4107      | 0.036       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.583          | 0.7174      | 0.036       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 7.838          | 0.8424      | 0.036       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 7.976          | 0.8683      | 0.036       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.445          | 0.7035      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.503          | 0.7092      | 0.039       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.635          | 0.722       | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 16.223         | 1.6818      | 0.037       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
1       | 0.26        | 8.056          | 0.9473      | 0.062       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 15.288         | 1.5917      | 0.042       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 7.25           | 0.7847      | 0.042       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.662          | 0.9219      | 0.042       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.694          | 0.9268      | 0.043       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 7.095          | 0.7652      | 0.042       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.853          | 0.7539      | 0.041       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 7.041          | 0.7733      | 0.041       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 14.462         | 1.5014      | 0.03        | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
1       | 0.26        | 6.939          | 0.763       | 0.041       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 13.65          | 1.4375      | 0.041       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.837          | 0.7554      | 0.042       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.135          | 0.8837      | 0.042       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.093          | 0.879       | 0.042       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.763          | 0.7456      | 0.042       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.819          | 0.7511      | 0.042       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.762          | 0.7455      | 0.042       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 43.218         | 4.3739      | 0.032       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
1       | 0.26        | 6.975          | 0.7692      | 0.042       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 13.633         | 1.4352      | 0.041       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.887          | 0.7607      | 0.041       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.191          | 0.8889      | 0.042       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.164          | 0.8862      | 0.04        | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.757          | 0.7443      | 0.041       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.82           | 0.7483      | 0.041       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.869          | 0.7556      | 0.041       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 13.138         | 1.3844      | 0.041       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
1       | 0.26        | 6.891          | 0.7588      | 0.041       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 13.654         | 1.4385      | 0.041       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.836          | 0.7588      | 0.041       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.228          | 0.8863      | 0.039       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.128          | 0.8737      | 0.036       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.799          | 0.7398      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.764          | 0.7365      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.901          | 0.7499      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 16.341         | 1.7031      | 0.048       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
1       | 0.26        | 8.167          | 0.897       | 0.049       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 13.453         | 1.4199      | 0.041       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.67           | 0.7402      | 0.041       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 7.96           | 0.8659      | 0.042       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.022          | 0.8776      | 0.042       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.5            | 0.72        | 0.041       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.676          | 0.7286      | 0.035       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.485          | 0.7209      | 0.043       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 13.323         | 1.3881      | 0.033       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
1       | 0.26        | 6.646          | 0.7348      | 0.042       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 76.792         | 7.8781      | 0.04        | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 14.003         | 1.4664      | 0.044       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 15.074         | 1.5697      | 0.039       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 13.848         | 1.446       | 0.037       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 12.45          | 1.3065      | 0.04        | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 13.416         | 1.403       | 0.04        | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.703          | 0.7314      | 0.039       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 6.015          | 0.6648      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.787          | 0.7423      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.123          | 0.8732      | 0.039       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.102          | 0.8718      | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.718          | 0.7366      | 0.085       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.184          | 0.679       | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.728          | 0.7328      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 6.705          | 0.7334      | 0.036       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.795          | 0.7432      | 0.039       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.338          | 0.8975      | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.608          | 0.9242      | 0.037       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.743          | 0.734       | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.786          | 0.7389      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.789          | 0.739       | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 6.754          | 0.7419      | 0.038       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.832          | 0.7461      | 0.038       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.13           | 0.8741      | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.161          | 0.8774      | 0.037       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.712          | 0.734       | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.732          | 0.7342      | 0.039       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.705          | 0.7312      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 6.848          | 0.7487      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.806          | 0.744       | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.108          | 0.874       | 0.037       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.251          | 0.8861      | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.777          | 0.7377      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.726          | 0.7329      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.558          | 0.7163      | 0.036       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 6.775          | 0.7393      | 0.035       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.814          | 0.7445      | 0.039       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.121          | 0.8734      | 0.04        | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.063          | 0.8674      | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.717          | 0.7315      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.82           | 0.7424      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.765          | 0.7351      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 6.831          | 0.7462      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.832          | 0.7461      | 0.038       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.178          | 0.8788      | 0.037       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 9.194          | 0.9907      | 0.036       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.685          | 0.7285      | 0.036       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.705          | 0.7325      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.714          | 0.731       | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 6.81           | 0.7432      | 0.038       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 7.131          | 0.776       | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.039          | 0.8646      | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.121          | 0.8743      | 0.037       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.743          | 0.7338      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.786          | 0.7381      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.98           | 0.7578      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 6.768          | 0.7431      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.804          | 0.7435      | 0.039       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.128          | 0.8756      | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.109          | 0.8719      | 0.037       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.756          | 0.7354      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.739          | 0.7353      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.74           | 0.7398      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 6.643          | 0.7298      | 0.04        | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.819          | 0.7451      | 0.039       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.294          | 0.8902      | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.134          | 0.88        | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.708          | 0.7307      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.777          | 0.7412      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.742          | 0.734       | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 6.653          | 0.7289      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.842          | 0.7472      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.037          | 0.8645      | 0.037       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.151          | 0.8762      | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.759          | 0.7359      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.803          | 0.7404      | 0.036       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.739          | 0.734       | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 13.835         | 1.444       | 0.038       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
1       | 0.26        | 6.904          | 0.7504      | 0.037       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 13.654         | 1.4298      | 0.038       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.826          | 0.7423      | 0.035       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.183          | 0.8791      | 0.036       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.194          | 0.8801      | 0.037       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.868          | 0.7497      | 0.039       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.776          | 0.7389      | 0.039       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.794          | 0.7386      | 0.062       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 13.64          | 1.4257      | 0.036       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
1       | 0.26        | 6.969          | 0.7573      | 0.037       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 13.808         | 1.4451      | 0.039       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.889          | 0.752       | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.24           | 0.885       | 0.037       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.307          | 0.8929      | 0.036       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.863          | 0.7462      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.854          | 0.7485      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.797          | 0.7421      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 14.776         | 1.5386      | 0.037       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
1       | 0.26        | 6.828          | 0.7431      | 0.038       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 13.935         | 1.4568      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.802          | 0.7426      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 7.995          | 0.861       | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.362          | 0.8975      | 0.037       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.924          | 0.7534      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.764          | 0.7365      | 0.036       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.762          | 0.7367      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 14.013         | 1.4675      | 0.037       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
1       | 0.26        | 6.743          | 0.7348      | 0.037       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 13.526         | 1.4169      | 0.038       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.878          | 0.7513      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.073          | 0.8687      | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.127          | 0.8743      | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 6.822          | 0.7427      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.831          | 0.7434      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.648          | 0.725       | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 13.865         | 1.4513      | 0.037       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
1       | 0.26        | 6.844          | 0.7449      | 0.038       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 13.671         | 1.4317      | 0.036       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.873          | 0.7507      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 8.338          | 0.8948      | 0.036       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 8.155          | 0.876       | 0.038       | 0     | 293376|  WHERE bstream is not Null;
1       | 0.26        | 7.6            | 0.8207      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.88           | 0.7497      | 0.04        | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 7.472          | 0.8092      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cbudget_sdraft_u;
? SET ROLE postgres;
? SET ROLE tfog_acoast_cstatistics_stask_u;
1       | 0.26        | 13.635         | 1.4282      | 0.037       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
1       | 0.26        | 6.822          | 0.7436      | 0.038       | 1     | 96325 |  WHERE udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_cbudget_sdraft_u;
1       | 0.26        | 14.159         | 1.4754      | 0.03        | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.948          | 0.7566      | 0.039       | 0     | 96325 |  WHERE bstream is not Null;
