rows    | tot_costs   | exec_time(ms)  | exec_time_cs| ncond | role        | av_data   
56      | 3151.05     | 2116.265       | 211.7386    | 1     | postgres    |  278915701
203     | 3263.61     | 2062.36        | 206.3433    | 1     | postgres    |  278915701
1       | 2313.15     | 1678.227       | 167.932     | 2     | postgres    |  278915701
69      | 2111.99     | 1637.469       | 163.8735    | 2     | postgres    |  278915701
1       | 1708.15     | 2903.06        | 290.4248    | 3     | postgres    |  278915701
4       | 1786.3      | 1365.183       | 136.6356    | 3     | postgres    |  278915701
3       | 1779.16     | 1195.519       | 119.6784    | 3     | postgres    |  278915701
2       | 1631.48     | 1444.018       | 144.5231    | 4     | postgres    |  278915701
3       | 1627.19     | 1611.594       | 161.2788    | 4     | postgres    |  278915701
6       | 1631.57     | 2535.981       | 253.7205    | 5     | postgres    |  278915701
2       | 1725.1      | 1188.552       | 118.986     | 5     | postgres    |  278915701
0       | 1693.75     | 2106.784       | 210.8049    | 6     | postgres    |  278915701
0       | 1692.29     | 2028.179       | 202.9424    | 6     | postgres    |  278915701
0       | 1684.67     | 1673.857       | 167.5138    | 7     | postgres    |  278915701
0       | 1718.3      | 1625.213       | 162.6508    | 7     | postgres    |  278915701
929     | 4019.9      | 1476.653       | 147.767     | 0     | postgres    |  278915701
929     | 4019.9      | 1934.569       | 193.5556    | 0     | postgres    |  278915701
87      | 2639.73     | 1435.471       | 143.6617    | 1     | postgres    |  278915701
87      | 2639.73     | 1894.175       | 189.5222    | 1     | postgres    |  278915701
87      | 2639.73     | 1356.783       | 135.7888    | 1     | postgres    |  278915701
87      | 2639.73     | 3058.212       | 305.9272    | 1     | postgres    |  278915701
1507    | 2639.73     | 1628.742       | 163.0029    | 1     | postgres    |  278915701
