rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | fsize | role
0       | 0.52        | 83.29          | 86.3926     | 0.051       | 37807 | abells_sdraft_u

10      | 0.52        | 879.263        | 882.0477    | 0.052       | 35328 | acoast_stask_u

15      | 0.52        | 52288.921      | 52295.1932  | 0.052       | 96325 | acoast_stask_u

9       | 0.52        | 2878.684       | 2883.5886   | 0.05        | 53248 | acoast_stask_u

9       | 0.52        | 19424.679      | 19434.4733  | 0.053       | 157457| acoast_stask_u

12      | 0.52        | 14997.116      | 15014.6673  | 0.057       | 293376| acoast_stask_u

9       | 0.52        | 7065.433       | 7095.5987   | 0.055       | 435200| acoast_stask_u

2       | 0.52        | 3246.975       | 3250.0231   | 0.051       | 37807 | acoast_stask_u

7       | 0.52        | 637.698        | 640.6131    | 0.055       | 35328 | abells_sdraft_u
6       | 0.52        | 21297.347      | 21304.858   | 0.053       | 96325 | abells_sdraft_u
7       | 0.52        | 2377.907       | 2382.4565   | 0.054       | 53248 | abells_sdraft_u
4       | 0.52        | 9258.351       | 9267.8907   | 0.053       | 157457| abells_sdraft_u
12      | 0.52        | 16164.834      | 16184.3383  | 0.055       | 293376| abells_sdraft_u
6       | 0.52        | 4895.223       | 4924.696    | 0.059       | 435200| abells_sdraft_u
9       | 0.52        | 16304.685      | 16307.9736  | 0.051       | 37807 | abells_sdraft_u
12      | 0.52        | 3050.347       | 3063.1847   | 0.048       | 35328 | abells_sdraft_u

0       | 0.52        | 156.446        | 166.4963    | 0.057       | 96325 | abells_sdraft_u

7       | 0.52        | 3219.183       | 3224.4394   | 0.08        | 53248 | abells_sdraft_u

6       | 0.52        | 14737.045      | 14752.2147  | 0.088       | 157457| abells_sdraft_u

7       | 0.52        | 9088.269       | 9109.2486   | 0.053       | 293376| abells_sdraft_u

0       | 0.52        | 108.717        | 142.3926    | 0.059       | 435200| abells_sdraft_u

0       | 0.52        | 75.898         | 78.9807     | 0.052       | 37807 | abells_sdraft_u

15      | 0.52        | 1468.131       | 1471.271    | 0.06        | 35328 | acoast_stask_u
0       | 0.52        | 173.789        | 181.1821    | 0.055       | 96325 | acoast_stask_u
0       | 0.52        | 145.53         | 149.8342    | 0.054       | 53248 | acoast_stask_u
11      | 0.52        | 24762.892      | 24774.3082  | 0.057       | 157457| acoast_stask_u
14      | 0.52        | 21739.407      | 21761.2948  | 0.057       | 293376| acoast_stask_u
6       | 0.52        | 6594.141       | 6970.3174   | 0.074       | 435200| acoast_stask_u
6       | 0.52        | 12512.628      | 12516.8688  | 0.059       | 37807 | acoast_stask_u
0       | 0.52        | 86.863         | 101.4221    | 0.05        | 35328 | abells_sdraft_u

0       | 0.52        | 78.525         | 85.9234     | 0.054       | 96325 | abells_sdraft_u

7       | 0.52        | 3765.952       | 3769.7921   | 0.051       | 53248 | abells_sdraft_u

0       | 0.52        | 56.159         | 70.1158     | 0.058       | 157457| abells_sdraft_u

0       | 0.52        | 76.585         | 99.0095     | 0.056       | 293376| abells_sdraft_u

0       | 0.52        | 79.07          | 120.3647    | 0.058       | 435200| abells_sdraft_u

0       | 0.52        | 51.469         | 59.8946     | 0.059       | 37807 | abells_sdraft_u

2       | 0.52        | 304.655        | 308.2616    | 0.064       | 35328 | acoast_stask_u
0       | 0.52        | 54.168         | 61.4831     | 0.066       | 96325 | acoast_stask_u
0       | 0.52        | 47.059         | 51.1513     | 0.054       | 53248 | acoast_stask_u
2       | 0.52        | 4810.21        | 4820.7438   | 0.054       | 157457| acoast_stask_u
5       | 0.52        | 7802.725       | 7826.2846   | 0.071       | 293376| acoast_stask_u
0       | 0.52        | 68.381         | 103.4162    | 0.119       | 435200| acoast_stask_u
0       | 0.52        | 48.499         | 52.7678     | 0.081       | 37807 | acoast_stask_u
23      | 0.52        | 3267.379       | 3272.9781   | 0.04        | 35328 | abells_sdraft_u

15      | 0.52        | 52756.263      | 52763.5646  | 0.051       | 96325 | abells_sdraft_u

11      | 0.52        | 3701.324       | 3704.9952   | 0.052       | 53248 | abells_sdraft_u

0       | 0.52        | 195.302        | 206.3184    | 0.054       | 157457| abells_sdraft_u

0       | 0.52        | 151.658        | 177.0637    | 0.054       | 293376| abells_sdraft_u

0       | 0.52        | 281.578        | 313.1402    | 0.056       | 435200| abells_sdraft_u

10      | 0.52        | 16388.43       | 16391.5548  | 0.051       | 37807 | abells_sdraft_u

0       | 0.52        | 145.415        | 148.2325    | 0.053       | 35328 | acoast_stask_u
17      | 0.52        | 64235.601      | 64242.2104  | 0.107       | 96325 | acoast_stask_u
0       | 0.52        | 147.453        | 151.679     | 0.053       | 53248 | acoast_stask_u
7       | 0.52        | 17704.47       | 17714.7431  | 0.055       | 157457| acoast_stask_u
0       | 0.52        | 283.729        | 305.2371    | 0.059       | 293376| acoast_stask_u
15      | 0.52        | 12335.996      | 12370.2397  | 0.058       | 435200| acoast_stask_u
28      | 0.52        | 49577.04       | 49580.2693  | 0.054       | 37807 | acoast_stask_u
25      | 0.52        | 3555.303       | 3560.9517   | 0.048       | 35328 | abells_sdraft_u

27      | 0.52        | 97815.181      | 97822.5784  | 0.053       | 96325 | abells_sdraft_u

0       | 0.52        | 438.657        | 442.3931    | 0.052       | 53248 | abells_sdraft_u

13      | 0.52        | 28233.847      | 28248.9812  | 0.096       | 157457| abells_sdraft_u

16      | 0.52        | 20129.752      | 20148.8228  | 0.054       | 293376| abells_sdraft_u

0       | 0.52        | 346.351        | 379.8959    | 0.056       | 435200| abells_sdraft_u

20      | 0.52        | 32475.399      | 32478.4069  | 0.052       | 37807 | abells_sdraft_u

30      | 0.52        | 2719.994       | 2722.868    | 0.052       | 35328 | acoast_stask_u
23      | 0.52        | 81755.408      | 81764.2424  | 0.052       | 96325 | acoast_stask_u
37      | 0.52        | 12896.453      | 12900.1043  | 0.114       | 53248 | acoast_stask_u
43      | 0.52        | 94537.378      | 94549.4349  | 0.056       | 157457| acoast_stask_u
0       | 0.52        | 319.744        | 337.559     | 0.057       | 293376| acoast_stask_u
0       | 0.52        | 401.578        | 431.628     | 0.057       | 435200| acoast_stask_u
0       | 0.52        | 399.859        | 402.9348    | 0.051       | 37807 | acoast_stask_u
57      | 0.52        | 6564.35        | 6569.3638   | 0.049       | 35328 | abells_sdraft_u

55      | 0.52        | 192708.299     | 192715.4388 | 0.052       | 96325 | abells_sdraft_u

0       | 0.52        | 1238.1         | 1241.7066   | 0.052       | 53248 | abells_sdraft_u

30      | 0.52        | 70870.152      | 70880.8711  | 0.053       | 157457| abells_sdraft_u

49      | 0.52        | 70097.915      | 70120.5349  | 0.057       | 293376| abells_sdraft_u

0       | 0.52        | 1035.886       | 1068.2199   | 0.062       | 435200| abells_sdraft_u

0       | 0.52        | 1509.318       | 1512.8982   | 0.055       | 37807 | abells_sdraft_u

67      | 0.52        | 6449.831       | 6452.5645   | 0.051       | 35328 | acoast_stask_u
69      | 0.52        | 267218.713     | 267227.0498 | 0.06        | 96325 | acoast_stask_u
63      | 0.52        | 25664.352      | 25668.2911  | 0.076       | 53248 | acoast_stask_u
0       | 0.52        | 925.973        | 936.5184    | 0.056       | 157457| acoast_stask_u
0       | 0.52        | 928.389        | 945.739     | 0.057       | 293376| acoast_stask_u
0       | 0.52        | 1198.08        | 1226.6603   | 0.093       | 435200| acoast_stask_u
0       | 0.52        | 926.843        | 929.9405    | 0.052       | 37807 | acoast_stask_u
38      | 0.52        | 5098.942       | 5104.7671   | 0.058       | 35328 | abells_sdraft_u

46      | 0.52        | 161475.497     | 161483.8524 | 0.055       | 96325 | abells_sdraft_u

0       | 0.52        | 1275.082       | 1278.9862   | 0.052       | 53248 | abells_sdraft_u

0       | 0.52        | 869.055        | 879.8275    | 0.055       | 157457| abells_sdraft_u

0       | 0.52        | 913.833        | 933.4025    | 0.056       | 293376| abells_sdraft_u

0       | 0.52        | 789.463        | 822.3319    | 0.057       | 435200| abells_sdraft_u

48      | 0.52        | 78558.97       | 78562.3026  | 0.054       | 37807 | abells_sdraft_u

55      | 0.52        | 5541.571       | 5544.5907   | 0.055       | 35328 | acoast_stask_u
0       | 0.52        | 933.41         | 940.3238    | 0.054       | 96325 | acoast_stask_u
0       | 0.52        | 1218.272       | 1221.9651   | 0.051       | 53248 | acoast_stask_u
64      | 0.52        | 144741.671     | 144751.996  | 0.054       | 157457| acoast_stask_u
43      | 0.52        | 58890.515      | 58908.8023  | 0.059       | 293376| acoast_stask_u
0       | 0.52        | 950.542        | 978.8404    | 0.058       | 435200| acoast_stask_u
0       | 0.52        | 953.199        | 956.3305    | 0.054       | 37807 | acoast_stask_u
0       | 0.52        | 1304.026       | 1309.4678   | 0.054       | 35328 | abells_sdraft_u

0       | 0.52        | 1280.881       | 1288.3224   | 0.053       | 96325 | abells_sdraft_u

0       | 0.52        | 922.82         | 926.6944    | 0.052       | 53248 | abells_sdraft_u

0       | 0.52        | 793.859        | 805.6881    | 0.076       | 157457| abells_sdraft_u

0       | 0.52        | 879.193        | 900.6054    | 0.055       | 293376| abells_sdraft_u

0       | 0.52        | 1287.318       | 1318.0716   | 0.055       | 435200| abells_sdraft_u

0       | 0.52        | 796.746        | 799.8304    | 0.052       | 37807 | abells_sdraft_u

0       | 0.52        | 1213.29        | 1216.2719   | 0.053       | 35328 | acoast_stask_u
0       | 0.52        | 951.324        | 958.1256    | 0.053       | 96325 | acoast_stask_u
0       | 0.52        | 1048.58        | 1052.3117   | 0.053       | 53248 | acoast_stask_u
0       | 0.52        | 1194.323       | 1204.3557   | 0.053       | 157457| acoast_stask_u
0       | 0.52        | 1237.486       | 1255.471    | 0.056       | 293376| acoast_stask_u
0       | 0.52        | 822.839        | 851.1946    | 0.058       | 435200| acoast_stask_u
0       | 0.52        | 1233.842       | 1236.8326   | 0.053       | 37807 | acoast_stask_u
27      | 0.52        | 3791.364       | 3796.4573   | 0.05        | 35328 | abells_sdraft_u

0       | 0.52        | 732.389        | 739.5916    | 0.052       | 96325 | abells_sdraft_u

25      | 0.52        | 8360.829       | 8364.4104   | 0.051       | 53248 | abells_sdraft_u

0       | 0.52        | 733.372        | 746.3543    | 0.054       | 157457| abells_sdraft_u

0       | 0.52        | 831.03         | 854.1017    | 0.055       | 293376| abells_sdraft_u

0       | 0.52        | 775.58         | 806.3221    | 0.056       | 435200| abells_sdraft_u

0       | 0.52        | 768.402        | 771.4982    | 0.052       | 37807 | abells_sdraft_u

11      | 0.52        | 1608.488       | 1611.3901   | 0.076       | 35328 | acoast_stask_u
0       | 0.52        | 743.207        | 751.5681    | 0.059       | 96325 | acoast_stask_u
42      | 0.52        | 13796.125      | 13800.1354  | 0.053       | 53248 | acoast_stask_u
0       | 0.52        | 743.289        | 753.0324    | 0.054       | 157457| acoast_stask_u
0       | 0.52        | 743.429        | 762.1341    | 0.054       | 293376| acoast_stask_u
0       | 0.52        | 769.923        | 798.2819    | 0.058       | 435200| acoast_stask_u
0       | 0.52        | 764.838        | 767.8697    | 0.055       | 37807 | acoast_stask_u
25      | 0.52        | 4232.84        | 4237.9935   | 0.052       | 35328 | abells_sdraft_u

0       | 0.52        | 1361.172       | 1368.8893   | 0.055       | 96325 | abells_sdraft_u

0       | 0.52        | 1172.699       | 1176.3396   | 0.051       | 53248 | abells_sdraft_u

0       | 0.52        | 1355.955       | 1366.6968   | 0.054       | 157457| abells_sdraft_u

0       | 0.52        | 1177.72        | 1198.0376   | 0.056       | 293376| abells_sdraft_u

0       | 0.52        | 1357.949       | 1387.0523   | 0.057       | 435200| abells_sdraft_u

0       | 0.52        | 1346.117       | 1349.1256   | 0.053       | 37807 | abells_sdraft_u

0       | 0.52        | 1074.453       | 1077.2581   | 0.051       | 35328 | acoast_stask_u
31      | 0.52        | 115580.769     | 115587.0202 | 0.054       | 96325 | acoast_stask_u
0       | 0.52        | 1543.636       | 1547.3304   | 0.069       | 53248 | acoast_stask_u
0       | 0.52        | 1080.666       | 1090.3618   | 0.054       | 157457| acoast_stask_u
0       | 0.52        | 1109.285       | 1127.9497   | 0.056       | 293376| acoast_stask_u
0       | 0.52        | 1229.727       | 1256.6354   | 0.062       | 435200| acoast_stask_u
0       | 0.52        | 1802.282       | 1805.6924   | 0.054       | 37807 | acoast_stask_u
32      | 0.52        | 5509.208       | 5514.1709   | 0.05        | 35328 | abells_sdraft_u

61      | 0.52        | 218021.423     | 218029.3701 | 0.053       | 96325 | abells_sdraft_u

0       | 0.52        | 1521.01        | 1524.9584   | 0.052       | 53248 | abells_sdraft_u

0       | 0.52        | 1524.821       | 1536.3507   | 0.057       | 157457| abells_sdraft_u

0       | 0.52        | 1529.14        | 1554.2593   | 0.055       | 293376| abells_sdraft_u

0       | 0.52        | 1554.799       | 1586.2982   | 0.057       | 435200| abells_sdraft_u

0       | 0.52        | 1555.515       | 1558.6784   | 0.053       | 37807 | abells_sdraft_u

49      | 0.52        | 5499.404       | 5502.2435   | 0.055       | 35328 | acoast_stask_u
0       | 0.52        | 1625.939       | 1632.91     | 0.053       | 96325 | acoast_stask_u
0       | 0.52        | 1622.262       | 1626.1795   | 0.053       | 53248 | acoast_stask_u
0       | 0.52        | 1620.319       | 1630.2724   | 0.053       | 157457| acoast_stask_u
44      | 0.52        | 61026.526      | 61046.6893  | 0.056       | 293376| acoast_stask_u
0       | 0.52        | 2051.783       | 2083.7653   | 0.061       | 435200| acoast_stask_u
0       | 0.52        | 2484.588       | 2488.0757   | 0.102       | 37807 | acoast_stask_u
86      | 0.52        | 11270.344      | 11275.1527  | 0.049       | 35328 | abells_sdraft_u

0       | 0.52        | 4146.284       | 4154.2687   | 0.054       | 96325 | abells_sdraft_u

0       | 0.52        | 4071.935       | 4075.6161   | 0.052       | 53248 | abells_sdraft_u

0       | 0.52        | 4072.412       | 4082.8087   | 0.053       | 157457| abells_sdraft_u

0       | 0.52        | 4058.129       | 4078.0988   | 0.057       | 293376| abells_sdraft_u

0       | 0.52        | 4062.232       | 4092.8369   | 0.057       | 435200| abells_sdraft_u

0       | 0.52        | 4047.631       | 4050.6778   | 0.05        | 37807 | abells_sdraft_u

104     | 0.52        | 11665.513      | 11668.2739  | 0.05        | 35328 | acoast_stask_u
0       | 0.52        | 4026.279       | 4033.0753   | 0.053       | 96325 | acoast_stask_u
0       | 0.52        | 4075.665       | 4079.407    | 0.052       | 53248 | acoast_stask_u
0       | 0.52        | 4031.916       | 4041.7686   | 0.053       | 157457| acoast_stask_u
0       | 0.52        | 4026.964       | 4045.3167   | 0.088       | 293376| acoast_stask_u
0       | 0.52        | 4033.662       | 4062.8023   | 0.057       | 435200| acoast_stask_u
0       | 0.52        | 4068.071       | 4071.2981   | 0.052       | 37807 | acoast_stask_u
186     | 0.52        | 20772.993      | 20778.1968  | 0.052       | 35328 | abells_sdraft_u

0       | 0.52        | 6338.025       | 6346.107    | 0.056       | 96325 | abells_sdraft_u

0       | 0.52        | 6313.856       | 6317.7185   | 0.052       | 53248 | abells_sdraft_u

0       | 0.52        | 6338.747       | 6349.2806   | 0.055       | 157457| abells_sdraft_u

0       | 0.52        | 6337.939       | 6358.7239   | 0.058       | 293376| abells_sdraft_u

0       | 0.52        | 6324.316       | 6356.4026   | 0.056       | 435200| abells_sdraft_u

0       | 0.52        | 6310.382       | 6313.4341   | 0.053       | 37807 | abells_sdraft_u

199     | 0.52        | 22249.896      | 22252.79    | 0.053       | 35328 | acoast_stask_u
0       | 0.52        | 6448.103       | 6454.771    | 0.054       | 96325 | acoast_stask_u
0       | 0.52        | 6428.28        | 6431.9527   | 0.053       | 53248 | acoast_stask_u
0       | 0.52        | 6430.37        | 6440.5005   | 0.055       | 157457| acoast_stask_u
0       | 0.52        | 6386.187       | 6403.8377   | 0.054       | 293376| acoast_stask_u
0       | 0.52        | 6391.593       | 6418.9608   | 0.057       | 435200| acoast_stask_u
0       | 0.52        | 6557.471       | 6560.5302   | 0.055       | 37807 | acoast_stask_u
313     | 0.52        | 38580.953      | 38586.154   | 0.051       | 35328 | abells_sdraft_u

0       | 0.52        | 14116.822      | 14125.6313  | 0.053       | 96325 | abells_sdraft_u

0       | 0.52        | 13497.886      | 13501.6007  | 0.053       | 53248 | abells_sdraft_u

0       | 0.52        | 13186.755      | 13197.7801  | 0.053       | 157457| abells_sdraft_u

0       | 0.52        | 13136.881      | 13156.8806  | 0.056       | 293376| abells_sdraft_u

0       | 0.52        | 13126.008      | 13155.3016  | 0.055       | 435200| abells_sdraft_u

0       | 0.52        | 13238.466      | 13241.5097  | 0.051       | 37807 | abells_sdraft_u

304     | 0.52        | 38795.985      | 38798.7909  | 0.051       | 35328 | acoast_stask_u
0       | 0.52        | 13191.518      | 13197.7198  | 0.052       | 96325 | acoast_stask_u
0       | 0.52        | 13107.636      | 13111.3448  | 0.053       | 53248 | acoast_stask_u
0       | 0.52        | 13098.234      | 13108.0782  | 0.055       | 157457| acoast_stask_u
0       | 0.52        | 13187.735      | 13205.1649  | 0.057       | 293376| acoast_stask_u
0       | 0.52        | 13290.6        | 13318.2428  | 0.057       | 435200| acoast_stask_u
0       | 0.52        | 13455.862      | 13458.9481  | 0.052       | 37807 | acoast_stask_u
